-1.30999	-1
1.21755	1
-1.03088	-1
-1.0175	-1
-1.01911	-1
1.27127	1
-1.09981	-1
-1.21074	-1
1.07461	1
-1.02134	-1
0.747728	1
1.23667	1
1.00582	1
1.00622	1
1.39823	1
-1.02	-1
-1.05693	-1
0.996625	1
-1.0134	-1
-0.994868	-1
-1.11816	-1
-0.982438	-1
-1.38262	-1
1.28898	1
0.993057	1
-1.02218	-1
-1.302	-1
1.08224	1
-1.18541	-1
1.02127	1
1.00969	1
1.01467	1
-1.01812	-1
-1.23804	-1
1.3026	1
1.1904	1
-1.31215	-1
1.48647	1
1.00103	1
1.01657	1
-1.39346	-1
1.90648	1
-1.02444	-1
-1.30211	-1
1.01687	1
1.1245	1
1.43814	1
-1.25094	-1
-1.37828	-1
-1.26261	-1
-1.33609	-1
-1.11744	-1
-0.98257	-1
1.31965	1
-1.02175	-1
1.00284	1
-1.7474	-1
0.982554	1
-1.17702	-1
1.18258	1
-1.04531	-1
-1.06456	-1
-1.22692	-1
-1.0251	-1
-1.02475	-1
-1.6089	-1
-1.20983	-1
-1.67168	-1
1.00749	1
-1.00718	-1
-1.03804	-1
-1.1636	-1
-1.18636	-1
-1.37433	-1
1.03846	1
-1.00258	-1
-1.34527	-1
-1.01598	-1
1.01772	1
1.08358	1
0.996041	1
-1.05649	-1
-1.14513	-1
-1.01028	-1
-1.01025	-1
-1.02086	-1
-1.0553	-1
-1.05923	-1
-1.54282	-1
0.994835	1
-1.02914	-1
1.00604	1
-1.09645	-1
0.990293	1
-1.21135	-1
-1.1314	-1
-0.982945	-1
-1.02599	-1
-1.02394	-1
-1.02455	-1
-1.01893	-1
-1.2448	-1
1.08562	1
-1.39928	-1
-1.24826	-1
-1.25241	-1
-1.09531	-1
-1.01347	-1
-1.01587	-1
1.12666	1
-1.24772	-1
1.12531	1
-1.07791	-1
-1.12937	-1
-1.00501	-1
1.43253	1
1.40888	1
-1.00555	-1
1.01427	1
-1.3981	-1
0.755944	1
1.29897	1
-1.10237	-1
-1.30338	-1
-1.46485	-1
-0.974577	-1
-1.46791	-1
-1.26401	-1
-1.00491	-1
-1.12468	-1
1.12438	1
1.21295	1
-1.62891	-1
-1.48336	-1
-1.18299	-1
-1.97701	-1
-1.21156	-1
0.995772	1
0.97726	1
1.17251	1
-1.01567	-1
-1.87735	-1
-1.15291	-1
0.823348	1
-1.00601	-1
-0.998631	-1
-1.14096	-1
-1.0978	-1
0.972122	1
-1.08116	-1
1.01149	1
-1.36549	-1
1.00173	1
0.67304	1
-1.15149	-1
-1.17572	-1
1.51645	1
-1.70832	-1
-1.00919	-1
-1.00449	-1
-1.16659	-1
-1.23633	-1
-1.0092	-1
-1.01603	-1
-1.00877	-1
-1.22907	-1
-1.17665	-1
-1.12281	-1
1.01003	1
-1.01401	-1
-1.12682	-1
-1.08934	-1
-1.00632	-1
0.995467	1
-1.01727	-1
-1.31409	-1
-1.00701	-1
-1.02369	-1
-1.00229	-1
-1.20019	-1
1.00892	1
-1.19978	-1
1.05185	1
-1.22891	-1
-1.59989	-1
-1.01801	-1
-1.13566	-1
-1.60067	-1
0.993902	1
-1.08281	-1
-1.00664	-1
-1.22114	-1
-1.13033	-1
-1.01735	-1
-1.01023	-1
-1.16648	-1
-1.01718	-1
-1.14043	-1
-1.36243	-1
-1.32146	-1
-1.28311	-1
-1.89199	-1
-1.06047	-1
-1.01168	-1
-1.34258	-1
1.18312	1
1.2224	1
1.1436	1
-1.91542	-1
-1.1403	-1
-1.20354	-1
-1.20987	-1
-1.00098	-1
0.992453	1
-1.20041	-1
-1.75153	-1
1.00546	1
1.07543	1
-1.02192	-1
-1.09074	-1
-1.32444	-1
-1.23084	-1
-1.85229	-1
1.00748	1
1.00572	1
1.1591	1
-1.02153	-1
-1.02407	-1
-1.4174	-1
-1.32667	-1
1.29555	1
-1.25592	-1
-1.01428	-1
1.07707	1
-1.12694	-1
1.12497	1
-1.00422	-1
-1.07984	-1
1.30883	1
-1.33831	-1
1.28686	1
1.21561	1
1.17382	1
-1.02708	-1
-1.23207	-1
0.985007	1
0.998246	1
-1.11897	-1
-1.10199	-1
1.24114	1
-0.33243	-1
-1.05689	-1
1.04845	1
-1.01316	-1
-1.27991	-1
-1.34656	-1
-1.24097	-1
-1.22643	-1
-1.00713	-1
-1.0138	-1
-1.32569	-1
-1.30868	-1
-0.993064	-1
1.15642	1
-1.50009	-1
1.43375	1
1.00451	1
-1.66794	-1
1.00293	1
0.94777	1
1.00277	1
1.0098	1
-1.38412	-1
-1.01657	-1
0.779592	1
-1.21929	-1
-1.06998	-1
-1.01617	-1
-1.02241	-1
-1.01051	-1
-1.01266	-1
-0.99862	-1
-1.4106	-1
1.00929	1
0.992053	1
-1.47852	-1
-1.01079	-1
-1.83724	-1
-1.00935	-1
-1.02015	-1
1.00729	1
-1.19778	-1
-1.02259	-1
-1.64942	-1
1.01017	1
-1.03543	-1
-1.24047	-1
-1.01048	-1
-1.04486	-1
0.986403	1
1.02143	1
0.936022	1
-1.1024	-1
-1.46803	-1
1.05898	1
-1.24165	-1
1.17915	1
1.01022	1
-1.16192	-1
-1.62667	-1
-1.35075	-1
-1.01303	-1
1.0073	1
-1.00162	-1
1.00434	1
-1.01127	-1
1.04884	1
0.990005	1
1.1685	1
-1.00396	-1
-1.01613	-1
-1.16374	-1
-1.01573	-1
1.17217	1
1.01037	1
-1.0191	-1
-1.02471	-1
-1.02235	-1
-1.01362	-1
0.82698	1
-1.01228	-1
1.06104	1
-1.0164	-1
0.995535	1
1.18976	1
-1.02751	-1
-1.0437	-1
-1.02139	-1
1.20406	1
-1.21702	-1
-1.01092	-1
-1.04109	-1
0.987064	1
-1.17955	-1
-1.27994	-1
-1.01219	-1
-1.00733	-1
-1.00961	-1
-1.02085	-1
1.02653	1
1.00698	1
1.00732	1
1.29423	1
-1.59395	-1
-1.02337	-1
0.994767	1
-1.01977	-1
0.978056	1
1.00725	1
-1.06059	-1
1.07744	1
-1.33986	-1
-0.953883	-1
-1.08733	-1
1.5109	1
-1.02317	-1
-1.57295	-1
-1.01331	-1
0.842147	1
-1.00197	-1
-1.24112	-1
-1.35807	-1
-1.01315	-1
-1.51268	-1
1.08862	1
-0.994341	-1
-1.71949	-1
0.982318	1
-1.54489	-1
-1.04573	-1
-1.58082	-1
-1.2237	-1
-1.33853	-1
-1.00391	-1
-1.4773	-1
1.01387	1
-1.01049	-1
-1.02116	-1
-1.01113	-1
0.497945	1
1.12565	1
-1.01435	-1
-1.25141	-1
-1.07403	-1
0.966617	1
-1.01235	-1
-1.45192	-1
0.998548	1
-1.17289	-1
-1.2886	-1
-1.2929	-1
-1.08625	-1
0.992525	1
-0.983642	-1
0.985984	1
-1.26286	-1
-0.986667	-1
-1.06053	-1
-1.03675	-1
-1.15994	-1
0.987299	1
-1.44245	-1
1.18796	1
-1.0147	-1
-1.0279	-1
-1.31869	-1
-1.19176	-1
0.993031	1
-1.01215	-1
1.0142	1
-1.31459	-1
-1.02043	-1
1.00303	1
1.24474	1
-1.07272	-1
1.07845	1
-1.16661	-1
-1.13878	-1
-1.06315	-1
1.00607	1
1.04317	1
-1.01782	-1
-1.50282	-1
-0.890323	-1
1.00339	1
-1.47589	-1
-1.17082	-1
-1.00752	-1
0.99868	1
